id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1020866960304027690,Home in Khet Khlong Toei · ★New · 4 bedrooms · 4 beds · 4.5 baths,184925002,Sophia,,Khlong Toei,13.73602366213957,100.5550412859071,Entire home/apt,5943,1,1,2023-12-24,1,2,239,1,
1020885101934087010,Rental unit in Khet Sathon · ★New · 2 bedrooms · 2 beds · 1 bath,545716680,Witsarut,,Sathon,13.716900185702968,100.52959118038416,Entire home/apt,2857,1,0,,,1,240,0,
1022997836516092721,Rental unit in Khet Suan Luang · ★New · 1 bedroom · 1 bed · 1 bath,543041904,Kyi Pyar,,Suanluang,13.711594574800076,100.60462832450867,Private room,1200,1,0,,,4,231,0,
1020897240141476319,Home in Khet Khlong Toei · ★New · 2 bedrooms · 3 beds · 2 baths,115758511,JSHome,,Khlong Toei,13.714748848271743,100.58893982733694,Private room,2514,1,0,,,37,86,0,
1019454713786561481,casa particular in Khet Ratchathewi · ★New · 1 bedroom · 2 beds · 2 baths,540277751,Thanet,,Ratchathewi,13.7540876,100.5381153,Private room,3428,1,2,2023-12-20,1.71,4,312,2,
1019521229404356191,Rental unit in Khet Huai Khwang · ★New · 1 bedroom · 1 bed · 1 bath,21393261,SiamLife,,Huai Khwang,13.7800878,100.5738916,Entire home/apt,1900,20,0,,,27,255,0,
1023017945002821578,Home in Khet Bangkok Noi · ★5.0 · 1 bedroom · 1 bed · 2.5 baths,159533816,Mitch,,Bangkok Noi,13.776468706875068,100.47418263890557,Private room,651,1,5,2023-12-21,4.17,2,259,5,
1023021742505705477,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 2 beds · 1 bath,538858618,Phoenix,,Ratchathewi,13.754742191442245,100.52835927548713,Entire home/apt,2156,28,0,,,7,322,0,
1023027962264154244,Rental unit in Khet Pathum Wan · ★New · 2 bedrooms · 2 beds · 1 bath,24512991,Chonlakarn,,Parthum Wan,13.738774424943621,100.54093658924103,Entire home/apt,2500,25,1,2023-12-23,1,1,354,1,
1019596206088979581,Rental unit in Khet Ratchathewi · ★New · 2 bedrooms · 3 beds · 1 bath,518583585,Phijittra,,Ratchathewi,13.754859376859923,100.56058377027512,Private room,2500,1,0,,,2,269,0,
1019642933977529367,Rental unit in Khet Huai Khwang · ★New · 1 bedroom · 1 bed · 1 bath,157804575,Chang,,Huai Khwang,13.755567890650058,100.5675783723296,Entire home/apt,1650,15,0,,,57,262,0,
1019658663802974365,Rental unit in Khet Huai Khwang · ★New · 1 bedroom · 1 bed · 1 bath,157804575,Chang,,Huai Khwang,13.75508,100.56766,Entire home/apt,1650,20,0,,,57,179,0,
1020920740704345911,Home in Khet Khlong Toei · ★New · 2 bedrooms · 3 beds · 3 baths,373848224,Hana,,Khlong Toei,13.72525,100.57636,Entire home/apt,2800,1,0,,,8,267,0,
1020952522411016620,Hotel in Khet Bang Rak · ★New · 1 bedroom · 2 beds · 1 private bath,227784412,Bank,,Bang Rak,13.7251083,100.5205679,Private room,2536,1,0,,,36,362,0,
1023115982970056664,Rental unit in Khet Sathon · ★New · 2 bedrooms · 3 beds · 2 baths,21393261,SiamLife,,Sathon,13.707752035079663,100.52550256438575,Entire home/apt,2700,11,0,,,27,148,0,
1021066022141958948,Rental unit in Khet Khlong Toei · ★5.0 · 2 bedrooms · 2 beds · 1 bath,293020345,Teja,,Khlong Toei,13.735657115910367,100.55527288930203,Entire home/apt,4156,1,3,2023-12-26,3,13,47,3,
1021070555516259458,Rental unit in Khet Khlong Toei · ★New · 1 bedroom · 1 bed · 1 bath,293020345,Teja,,Khlong Toei,13.735595302996963,100.55527592564648,Entire home/apt,3485,1,0,,,13,58,0,
1019741200892579441,Rental unit in Krung Thep Maha Nakhon · ★New · 2 bedrooms · 2 baths,38806594,Nichakarn,,Bang Kho laen,13.687,100.51741,Entire home/apt,3520,3,0,,,1,263,0,
1023119536375317347,Home in Khet Khlong Toei · ★New · 3 bedrooms · 3 beds · 1 bath,482449714,Tanick,,Khlong Toei,13.708770116264324,100.5757737757443,Entire home/apt,160000,1,0,,,18,269,0,
1019788082685555426,Rental unit in Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,402093105,Hi Gravity,,Ratchathewi,13.75823,100.53848,Entire home/apt,2404,1,1,2023-12-09,1,204,318,1,
1021105512127440852,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,157804575,Chang,,Vadhana,13.742876687251474,100.55873206905372,Entire home/apt,1650,25,0,,,57,267,0,
1021281082572859162,Home in Watthana · ★New · 3 bedrooms · 4 beds · 4 baths,139189243,Hana,,Vadhana,13.73734749124164,100.60270948488952,Entire home/apt,8500,1,0,,,60,258,0,
1023120444196519189,Condo in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,22284183,Bee,,Vadhana,13.730624386026953,100.58737367391586,Entire home/apt,1450,22,0,,,3,72,0,
1021333854382723529,Rental unit in Khet Sathon · ★New · 4 bedrooms · 1 bed · 4.5 baths,505904135,Li,,Sathon,13.711414131077039,100.5111719609971,Entire home/apt,19000,88,0,,,10,270,0,
1021388290360932398,Guesthouse in Khet Ratchathewi · ★New · Studio · 1 bed · Half-bath,40262107,Patty,,Ratchathewi,13.751454570415163,100.53017523139715,Private room,1386,1,2,2023-12-08,2,39,266,2,
1023486796800871288,Rental unit in Khet Saphan Sung · ★New · 1 bedroom · 1 bed · 1.5 baths,546227146,Wantipa,,Min Buri,13.812253519524626,100.73440036282948,Private room,820,1,1,2023-12-11,1,2,359,1,
1021394152582744846,Home in Khet Sai Mai · ★New · 3 bedrooms · 3 beds · 3 baths,351814795,Pipat,,Sai Mai,13.9341974,100.6322421,Entire home/apt,12000,1,0,,,1,89,0,
1019791747551131688,Rental unit in Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,402093105,Hi Gravity,,Ratchathewi,13.7561,100.53992,Entire home/apt,2410,1,1,2023-12-04,1,204,318,1,
1023514388561003907,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,533198802,Eunsoon,,Vadhana,13.7245203,100.579276,Entire home/apt,1800,4,0,,,1,237,0,
1019862586737463427,Rental unit in Bang Na · ★New · 1 bedroom · 1 bed · 1 bath,196956555,璿璣,,Bang Na,13.661320839488576,100.61040000294145,Entire home/apt,720,3,0,,,7,259,0,
1024904082624749154,Townhouse in Khet Khlong Toei · ★New · 3 bedrooms · 8 beds · 2.5 baths,534877396,Thaithep,,Khlong Toei,13.726304865115392,100.56156431806413,Entire home/apt,7786,2,0,,,2,256,0,
1021422829158162667,Rental unit in Khet Lak Si · ★New · 1 bedroom · 1 bed · 1 bath,541497064,ศิริประภา,,Lak Si,13.8698101,100.5568286,Private room,590,1,0,,,1,269,0,
1023518796312560334,Rental unit in Khet Khlong Toei · ★New · 3 bedrooms · 3 beds · 3.5 baths,8160671,Titawat,,Khlong Toei,13.72087,100.57389,Entire home/apt,4800,3,1,2023-12-12,1,3,263,1,
1021546706999557753,Hotel in Khet Bang Rak · ★New · 1 bedroom · 1 bed · 1 private bath,227784412,Bank,,Bang Rak,13.7251083,100.5205679,Private room,1826,1,0,,,36,268,0,
1024995824487447335,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,505145566,Wanwisa,,Ratchathewi,13.75888,100.53943,Entire home/apt,2322,1,1,2023-12-11,1,59,333,1,
1025000347328770743,Rental unit in Krung Thep Maha Nakhon · ★New · 1 bedroom · 1 bed · 1 bath,63073442,Paul,,Huai Khwang,13.754433072953214,100.5751741873483,Entire home/apt,1559,25,0,,,8,46,0,
1025007201404134530,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,505145566,Wanwisa,,Ratchathewi,13.75832649139919,100.5406410835398,Entire home/apt,2322,1,0,,,59,333,0,
1023521853981779314,Rental unit in Khet Khlong Toei · ★New · 1 bedroom · 1 bed · 1.5 baths,197055885,Elle,,Khlong Toei,13.716851652564465,100.58488190174103,Entire home/apt,735,30,0,,,1,123,0,
1023541679130757802,Rental unit in Khet Bang Na · ★New · 1 bedroom · 1 bed · 1 bath,87931650,May,,Bang Na,13.6758543,100.6386525,Entire home/apt,640,28,0,,,6,38,0,
1025014189991197495,Rental unit in Khet Wang Thonglang · ★New · 2 bedrooms · 2 beds · 1 bath,487767824,Noi,,Wang Thong Lang,13.79586510629534,100.5996474932541,Entire home/apt,2514,1,0,,,5,354,0,
1021619165956452952,Rental unit in Khet Sathon · ★New · 1 bedroom · 1 bed · 1.5 baths,235135484,Shin,,Sathon,13.71046,100.51919,Entire home/apt,1357,1,2,2023-11-22,1.50,37,47,2,
1023602491564199529,Bed and breakfast in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,34665223,Linda,,Sathon,13.716113527049561,100.53628273668804,Private room,500,2,0,,,1,266,0,
1021638661216302315,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.73773,100.59146,Shared room,360,1,0,,,14,365,0,
1021641506262604725,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.73756794295123,100.58977655263413,Shared room,360,1,0,,,14,346,0,
1021643545801306680,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.738303021074039,100.58939722831279,Shared room,450,1,1,2023-11-21,0.83,14,365,1,
1021645555204397436,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.739472253165424,100.58983829603656,Shared room,360,1,0,,,14,363,0,
1025017112984607489,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,276781306,Alex,,Ratchathewi,13.756591280171387,100.53865014052246,Entire home/apt,2322,1,0,,,61,333,0,
1025021425733545972,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,264864968,Tricia,,Ratchathewi,13.75645919916572,100.5399289027547,Entire home/apt,2322,1,0,,,79,333,0,
1025022047669804148,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,276781306,Alex,,Ratchathewi,13.75851,100.539,Entire home/apt,2322,1,0,,,61,333,0,
1023618400566551239,Rental unit in Khet Rat Burana · ★New · 1 bedroom · 1 bed · 1 bath,543217194,Prompituck,,Rat Burana,13.686751320348632,100.49299776080282,Entire home/apt,890,28,0,,,2,144,0,
1021647129374850100,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.737766138187592,100.59129678267705,Shared room,360,1,0,,,14,365,0,
1021649479189377665,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.738075965922452,100.59172511073453,Shared room,360,1,0,,,14,365,0,
1023619305787229582,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,96245578,文,,Vadhana,13.737879304053328,100.57061918951709,Entire home/apt,996,30,0,,,4,153,0,
1021650898773305276,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.73978169605498,100.58972557638194,Shared room,360,1,1,2023-12-13,1,14,365,1,
1025028034746292043,Rental unit in Watthana · ★New · 2 bedrooms · 2 beds · 2 baths,168262021,铭,,Khlong Toei,13.720929259852488,100.5828038513047,Entire home/apt,3400,30,0,,,4,78,0,
1023630137658195490,Rental unit in Khet Ratchathewi · ★5.0 · Studio · 2 beds · 1 bath,287313056,Theme,,Ratchathewi,13.7544018,100.5373671,Private room,3429,1,7,2023-12-05,5.25,15,153,7,
1023649428225400875,Rental unit in Khet Ratchathewi · ★5.0 · Studio · 2 beds · 1 bath,287313056,Theme,,Ratchathewi,13.7544018,100.5373671,Private room,3539,1,9,2023-12-20,6.92,15,166,9,
1021652122526397303,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.739896374709852,100.59079791174526,Shared room,360,1,0,,,14,363,0,
1023656012493028866,Rental unit in Khet Ratchathewi · ★5.0 · Studio · 2 beds · 1 private bath,287313056,Theme,,Ratchathewi,13.754332496353687,100.53714179444275,Private room,4929,1,9,2023-12-10,6.75,15,171,9,
1021653488253347523,Guesthouse in Watthana · ★New · 1 bedroom · 1 bed · 1 shared bath,517112162,Ekkamai,,Vadhana,13.739845224249102,100.5913629063694,Shared room,360,1,0,,,14,365,0,
1025036969493486712,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,264864968,Tricia,,Ratchathewi,13.75706,100.54019,Entire home/apt,2322,1,2,2023-12-26,2,79,333,2,
1023656093788458764,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,546265330,Comigo,,Khlong Toei,13.723800048832123,100.57845222222902,Entire home/apt,1800,1,0,,,1,219,0,
1025041507038530789,Hotel in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,493412920,Alice,,Sathon,13.70698884656334,100.53585091534421,Private room,3500,1,0,,,152,269,0,
1023662127473378045,Rental unit in Khet Thon Buri · ★4.67 · 1 bedroom · 1 bed · 1 bath,532152150,BigBull,,Thon buri,13.71272,100.47588,Private room,1491,1,3,2023-12-08,2.43,9,261,3,
1025042007349716628,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,344327171,Alice,,Ratchathewi,13.756823170429742,100.5387600185422,Entire home/apt,2322,1,0,,,78,333,0,
1021673959392647315,Rental unit in Khet Khlong Toei · ★New · 1 bedroom · 2 beds · 1 bath,81577630,Prusjimas,,Khlong Toei,13.7044241,100.5945798,Entire home/apt,1400,1,0,,,11,211,0,
1023686336529491937,Home in Khet Yan Nawa · ★New · 6 bedrooms · 6 beds · 7 baths,45817527,Jean Charles,,Yan na wa,13.71450862421818,100.55284208854657,Entire home/apt,69000,1,0,,,17,357,0,
1021698977958323036,Rental unit in Khet Phra Khanong · ★New · 1 bedroom · 1 bed · 1 bath,161559407,Jin FU,,Phra Khanong,13.696511333620274,100.60442123064303,Entire home/apt,1200,7,0,,,12,263,0,
1025042999631831074,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,20133201,Willam,,Ratchathewi,13.758881435367059,100.53930038935717,Entire home/apt,2322,1,0,,,65,333,0,
1023699154395650569,Rental unit in Khet Pathum Wan · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,269394073,Mali,,Parthum Wan,13.74261541908919,100.549059357905,Entire home/apt,8310,1,4,2023-12-23,4,5,229,4,
1024215082736615129,Rental unit in Khet Khlong Toei · ★New · 1 bedroom · 1 bed · 1 bath,2092389,Sirichol,,Khlong Toei,13.721794699068598,100.58071125290473,Entire home/apt,1159,7,1,2023-12-14,1,11,152,1,
1025047244155765786,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,20133201,Willam,,Ratchathewi,13.757408495301966,100.54062764360555,Entire home/apt,2322,1,0,,,65,333,0,
1024218461943505630,Rental unit in Khet Min Buri · ★New · Studio · 1 bed · 1 bath,546227146,Wantipa,,Min Buri,13.812286946571133,100.73414803701348,Private room,1189,1,1,2023-11-22,0.86,2,267,1,
1025051223037253900,Rental unit in Watthana · ★New · 1 bedroom · 2 beds · 1 bath,499307111,Gemma,,Vadhana,13.73978,100.5672,Entire home/apt,3040,2,0,,,46,142,0,
1025056990366442437,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,344327171,Alice,,Ratchathewi,13.757322389434917,100.54003329132935,Entire home/apt,2322,1,0,,,78,333,0,
1024218599951919829,Rental unit in Khet Rat Burana · ★New · 1 bedroom · 1 bed · 1 bath,78756813,Samart,,Rat Burana,13.676451473570117,100.51863262222899,Entire home/apt,720,28,0,,,5,65,0,
1024232831501059053,Rental unit in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,530359962,Gio,,Sathon,13.70991,100.52063,Entire home/apt,3198,1,0,,,27,0,0,
1024235977677554486,Rental unit in Watthana · ★New · 2 bedrooms · 2 beds · 2 baths,169407095,Asia,,Vadhana,13.737844397544857,100.57205014419101,Private room,2563,1,0,,,8,166,0,
1021760271054606834,Rental unit in Khet Huai Khwang · ★New · 1 bedroom · 1 bed · 1 bath,24966806,WM-House,,Huai Khwang,13.783092645498563,100.57538940821836,Entire home/apt,1086,1,1,2023-12-17,1,4,233,1,
1024237812006449691,Rental unit in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,530359962,Gio,,Sathon,13.711708861891433,100.51901560090093,Entire home/apt,3198,1,0,,,27,0,0,
1024239583610961804,Rental unit in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,530359962,Gio,,Sathon,13.710860647970284,100.51884612267688,Entire home/apt,3198,1,0,,,27,0,0,
1021996338858041556,Hotel in Khet Bang Rak · ★New · 1 bedroom · 2 beds · 1 private bath,227784412,Bank,,Bang Rak,13.7251083,100.5205679,Private room,2434,1,0,,,36,268,0,
1025065166448307980,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 2 beds · 1 bath,546583495,Aung,,Ratchathewi,13.748853167113287,100.55608659119461,Entire home/apt,,5,0,,,1,355,0,
1024241721376504529,Rental unit in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,530359962,Gio,,Sathon,13.71216960482546,100.51896863603861,Entire home/apt,3198,1,0,,,27,0,0,
1024299854851729461,Home in Khet Min Buri · ★New · 3 bedrooms · 2 beds · 2 baths,542376944,Nattawat,,Min Buri,13.819517925024414,100.70514889200476,Entire home/apt,1462,180,0,,,1,270,0,
1025114735446762452,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,485413319,Yang,,Ratchathewi,13.756435455671127,100.53838385311737,Entire home/apt,2322,1,1,2023-12-05,1,51,333,1,
1025120305669452408,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,485413319,Yang,,Ratchathewi,13.75669,100.53793,Entire home/apt,2322,1,0,,,51,333,0,
1025123237812585185,Rental unit in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,205008955,Moon,,Sathon,13.712027763823833,100.52031341940165,Entire home/apt,1100,28,0,,,33,327,0,
1022120921525590812,Rental unit in Watthana · ★New · 1 bedroom · 2 beds · 1 bath,27444800,Viraporn,,Vadhana,13.74491250443201,100.57417050004004,Entire home/apt,1500,30,0,,,2,271,0,
1024346840850760837,Rental unit in Khet Phra Khanong · ★3.33 · 1 bedroom · 1 bed · 1 bath,546426489,Nikita,,Phra Khanong,13.69536208460588,100.59761796997003,Entire home/apt,1040,1,3,2023-11-29,2.31,1,193,3,
1022137888811471690,Rental unit in Watthana · ★New · 3 bedrooms · 4 beds · 3 baths,532704474,ศรราม,,Vadhana,13.733675376763317,100.57704670184438,Entire home/apt,2100,4,1,2023-11-21,0.83,2,339,1,
1022164875240787744,Rental unit in Khet Khlong San · ★5.0 · 1 bedroom · 1 private bath,523234898,Tararat,,Khlong San,13.7196217,100.4983059,Private room,771,3,4,2023-12-14,2.86,12,253,4,
1025124573296494696,Farm stay in Khet Khlong San · ★New · 1 bedroom · 2 beds · 1 bath,138912570,Supansa,,Thon buri,13.718929957708271,100.49287810149285,Entire home/apt,1295,2,0,,,2,266,0,
1025128825975416328,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,159681846,Michael,,Ratchathewi,13.758575341445612,100.54015701206224,Entire home/apt,2322,1,0,,,49,333,0,
1025134241833913572,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,159681846,Michael,,Ratchathewi,13.756643496483905,100.53896502653062,Entire home/apt,2322,1,0,,,49,333,0,
1025135843878840800,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,302092713,Yang,,Ratchathewi,13.756801831717441,100.54075146621922,Entire home/apt,2322,1,0,,,44,333,0,
1025140008996980036,Rental unit in Khet Ratchathewi · ★New · 1 bedroom · 1 bed · 1 bath,302092713,Yang,,Ratchathewi,13.758862767971824,100.5408161571952,Entire home/apt,2322,1,0,,,44,333,0,
1025238260030227381,Rental unit in Khet Khlong Toei · ★New · 2 bedrooms · 2 beds · 2.5 baths,8160671,Titawat,,Khlong Toei,13.72040750975874,100.5722195804014,Entire home/apt,2400,1,0,,,3,225,0,
1024356821179315843,Rental unit in Khet Rat Burana · ★New · 2 bedrooms · 2 beds · 2 baths,42349005,Spring,,Rat Burana,13.676847609355491,100.51940509842528,Entire home/apt,1200,20,0,,,13,50,0,
1024386846458130317,Home in Krung Thep Maha Nakhon · ★New · 3 bedrooms · 3 beds · 3 baths,515323935,Nuttharinee,,Bang Kapi,13.7466538,100.6616325,Entire home/apt,26429,1,0,,,1,270,0,
1025240054588609321,Rental unit in Khet Huai Khwang · ★New · 2 bedrooms · 2 beds · 2 baths,17416570,Adolphe,,Huai Khwang,13.757769057009934,100.56858285952457,Entire home/apt,2800,60,0,,,12,264,0,
1025284150915180719,Hotel in Khet Phra Nakhon · ★New · 1 bedroom · 1 bed · 1 bath,493412920,Alice,,Phra Nakhon,13.7614761,100.4960352,Private room,1700,1,0,,,152,269,0,
1022277440416030228,Home in Khet Bang Kapi · ★New · 5 bedrooms · 10 beds · 5.5 baths,543772604,Kittipoom,,Bang Kapi,13.743969191605233,100.65169105728606,Entire home/apt,12071,1,2,2023-12-21,2,1,97,2,
1024391396346928802,Home in Khet Bueng Kum · ★New · Studio · 1 bed · 1 shared bath,67131198,สุรเดช,,Bueng Kum,13.8204269355447,100.65101650475464,Shared room,1357,300,0,,,1,364,0,
1025323435011356204,Rental unit in Watthana · ★5.0 · 1 bedroom · 1 bed · 1 bath,492926390,Ann,,Vadhana,13.741570728953537,100.55627949535847,Entire home/apt,1518,1,4,2023-12-17,3.43,8,310,4,
1025324392021393953,Rental unit in Khet Khlong Toei · ★New · 1 bedroom · 1 bed · 1 bath,509257406,Wanfah,,Khlong Toei,13.7162,100.57574,Entire home/apt,1400,3,0,,,39,233,0,
1024409927132850179,Condo in Watthana · ★New · 2 bedrooms · 3 beds · 2 baths,85045818,M,,Vadhana,13.740066067092918,100.56741889913086,Entire home/apt,6257,3,2,2023-12-15,2,2,76,2,
1025341332301490880,Rental unit in Khet Huai Khwang · ★New · 1 bedroom · 1 bed · 1 bath,509257406,Wanfah,,Huai Khwang,13.756307920658873,100.56933240938814,Entire home/apt,1700,4,0,,,39,259,0,
1025342949066305900,Rental unit in Watthana · ★5.0 · 1 bedroom · 1 bed · 1 bath,492926390,Ann,,Vadhana,13.742077809748796,100.5563448742032,Entire home/apt,1437,1,3,2023-12-20,3,8,355,3,
1025344163206890721,Rental unit in Khet Huai Khwang · ★New · 1 bedroom · 1 bed · 1 bath,509257406,Wanfah,,Huai Khwang,13.75724812073695,100.56725372585932,Entire home/apt,1900,4,0,,,39,263,0,
1025349371385498721,Rental unit in Khet Huai Khwang · ★New · 1 bedroom · 1 bed · 1 bath,509257406,Wanfah,,Huai Khwang,13.75652,100.56731,Entire home/apt,1900,4,2,2023-12-20,2,39,253,2,
1025379369196490300,Rental unit in Watthana · ★New · 2 bedrooms · 2 beds · 2 baths,501920630,LeFoyer,,Vadhana,13.7427752862404,100.55578286264107,Entire home/apt,3850,5,0,,,79,257,0,
1026512053927804221,Rental unit in Khet Lak Si · ★New · 1 bedroom · 1 bed · 1 bath,532839113,Panbhu,,Lak Si,13.852994217384957,100.54928968620602,Private room,920,1,1,2023-12-13,1,3,269,1,
1024467133588000866,Guesthouse in Khet Lat Phrao · ★New · 16 bedrooms · 16 beds · 16 baths,435016000,Balloon,,Lat Phrao,13.82588,100.60831,Entire home/apt,4800,2,0,,,33,269,0,
1026559443248163594,Rental unit in Khet Bang Phlat · ★New · 1 bedroom · 1 bed · 1 bath,220893313,无名氏,,Bang Phlat,13.797367131898621,100.50397743240288,Entire home/apt,568,30,0,,,54,243,0,
1024502723971981078,Rental unit in Khet Sathon · ★4.71 · 1 bedroom · 1 bed · 1 bath,1927968,Evan,,Sathon,13.720796380716571,100.5464812251312,Entire home/apt,800,1,7,2023-12-02,5.53,49,349,7,
1026567474101808121,Rental unit in Khet Lak Si · ★New · 1 bedroom · 2 beds · 1 bath,532839113,Panbhu,,Chatu Chak,13.851669921957717,100.55020378373443,Private room,640,1,0,,,3,268,0,
1025570770734765710,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,402093105,Hi Gravity,,Vadhana,13.740945066805349,100.58912901371949,Entire home/apt,968,28,0,,,204,294,0,
1024509128133914746,Home in Khet Bangkok Noi · ★New · 1 bedroom · 1 bed · Half-bath,39088586,Supoj,,Bangkok Noi,13.766993861542343,100.47188258510909,Private room,78,1,0,,,5,290,0,
1025578507081228752,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,402093105,Hi Gravity,,Vadhana,13.74089,100.58893,Entire home/apt,965,28,0,,,204,294,0,
1025579621891099783,Rental unit in Khet Sathon · ★New · 1 bedroom · 1 bed · 1 bath,12430321,Veeva,,Sathon,13.71267,100.51293,Private room,599,28,0,,,3,357,0,
1025607674130742521,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,502914284,Mimi,,Vadhana,13.739321256337842,100.58893194778905,Entire home/apt,968,28,0,,,119,294,0,
1025608550028256462,Rental unit in Watthana · ★New · 1 bedroom · 1 bed · 1 bath,502914284,Mimi,,Vadhana,13.73966,100.58881,Entire home/apt,968,28,0,,,119,294,0,
1024581126175497359,Rental unit in Khet Phra Khanong · ★New · 1 bedroom · 1 bed · 1 bath,342113311,George,,Phra Khanong,13.69121639346089,100.61831932583887,Entire home/apt,633,30,0,,,44,344,0,
1026568375329461394,Condo in Watthana · ★New · 1 bedroom · 2 beds · 1 bath,508348937,村上,,Vadhana,13.739898121806116,100.56663418463333,Entire home/apt,2594,3,1,2023-12-10,1,26,83,1,
1024588651741543608,Guesthouse in Khet Phra Nakhon · ★5.0 · 1 bedroom · 1 bed · 1 bath,321029505,Bas,,Phra Nakhon,13.753249076917404,100.5038102895288,Private room,1771,1,3,2023-12-04,2.73,9,345,3,
1026573835008040765,Rental unit in Khet Lak Si · ★New · 1 bedroom · 2 beds · 1 bath,532839113,Panbhu,,Chatu Chak,13.851934219276949,100.5509469793979,Private room,680,1,1,2023-12-20,1,3,269,1,
1026574998646425695,Rental unit in Khet Bang Rak · ★New · 1 bedroom · 2 beds · 1 bath,33648272,Jeenie,,Bang Rak,13.732359746207688,100.52310552271598,Entire home/apt,1557,14,0,,,25,306,0,
1025634384880571764,Rental unit in Khet Bang Na · ★New · 2 bedrooms · 2 beds · 1 bath,42349005,Spring,,Bang Na,13.67320494659494,100.60431252190399,Entire home/apt,1520,20,0,,,13,29,0,
1024607150182472655,Rental unit in Khet Khlong Toei · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,54628383,I Ting,,Khlong Toei,13.7365373,100.5570337,Entire home/apt,2729,4,4,2023-11-29,3.53,3,14,4,
1025644745320553392,Rental unit in Khet Lak Si · ★New · 1 bedroom · 1 bed · 1 bath,540467283,Ratcharot,,Lak Si,13.880966842026552,100.58663371950388,Private room,800,1,0,,,1,244,0,
1025644886154058007,Rental unit in Khet Phra Khanong · ★New · 1 bedroom · 1 bed · 1 bath,502914284,Mimi,,Phra Khanong,13.704239662983195,100.60417134983538,Entire home/apt,1249,14,0,,,119,307,0,
1025664017468808487,Home in Khet Khlong San · ★New · 4 bedrooms · 6 beds · 3.5 baths,8696999,Alexandre,,Khlong San,13.7284388,100.4993107,Entire home/apt,5407,3,0,,,2,228,0,
